KE = 15.2368, PE = -2.89731, total = 12.3395
KE = 15.2332, PE = -2.89132, total = 12.3419
KE = 15.2298, PE = -2.88551, total = 12.3443
KE = 15.2266, PE = -2.87996, total = 12.3467
KE = 15.2238, PE = -2.87473, total = 12.3491
KE = 15.2214, PE = -2.86988, total = 12.3516
KE = 15.2195, PE = -2.86548, total = 12.354
KE = 15.2181, PE = -2.86159, total = 12.3565
KE = 15.2173, PE = -2.85826, total = 12.3591
KE = 15.2172, PE = -2.85556, total = 12.3616
KE = 15.2177, PE = -2.85354, total = 12.3642
KE = 15.219, PE = -2.85223, total = 12.3668
KE = 15.2211, PE = -2.85169, total = 12.3694
KE = 15.224, PE = -2.85195, total = 12.3721
KE = 15.2278, PE = -2.85303, total = 12.3748
KE = 15.2325, PE = -2.85497, total = 12.3776
KE = 15.2381, PE = -2.85776, total = 12.3804
KE = 15.2447, PE = -2.86143, total = 12.3832
KE = 15.2521, PE = -2.86597, total = 12.3862
KE = 15.2605, PE = -2.87137, total = 12.3892
KE = 15.2698, PE = -2.87762, total = 12.3922
KE = 15.28, PE = -2.88469, total = 12.3953
KE = 15.2911, PE = -2.89257, total = 12.3985
KE = 15.303, PE = -2.9012, total = 12.4018
KE = 15.3157, PE = -2.91056, total = 12.4051
KE = 15.3291, PE = -2.92059, total = 12.4085
KE = 15.3433, PE = -2.93124, total = 12.412
KE = 15.3581, PE = -2.94246, total = 12.4156
KE = 15.3735, PE = -2.9542, total = 12.4193
KE = 15.3894, PE = -2.96638, total = 12.4231
KE = 15.4059, PE = -2.97896, total = 12.4269
KE = 15.4227, PE = -2.99186, total = 12.4308
KE = 15.4399, PE = -3.00502, total = 12.4349
KE = 15.4574, PE = -3.01839, total = 12.439
KE = 15.4751, PE = -3.0319, total = 12.4431
KE = 15.4929, PE = -3.0455, total = 12.4474
KE = 15.5109, PE = -3.05912, total = 12.4518
KE = 15.5289, PE = -3.07271, total = 12.4562
KE = 15.5469, PE = -3.08623, total = 12.4607
KE = 15.5649, PE = -3.09963, total = 12.4653
KE = 15.5828, PE = -3.11286, total = 12.4699
KE = 15.6006, PE = -3.1259, total = 12.4747
KE = 15.6182, PE = -3.13869, total = 12.4795
KE = 15.6355, PE = -3.15122, total = 12.4843
KE = 15.6527, PE = -3.16346, total = 12.4892
KE = 15.6696, PE = -3.17539, total = 12.4942
KE = 15.6862, PE = -3.18699, total = 12.4992
KE = 15.7026, PE = -3.19826, total = 12.5043
KE = 15.7186, PE = -3.20917, total = 12.5094
KE = 15.7344, PE = -3.21974, total = 12.5146
KE = 15.7498, PE = -3.22996, total = 12.5198
KE = 15.7649, PE = -3.23983, total = 12.5251
KE = 15.7798, PE = -3.24936, total = 12.5304
KE = 15.7943, PE = -3.25855, total = 12.5358
KE = 15.8086, PE = -3.26743, total = 12.5411
KE = 15.8225, PE = -3.27599, total = 12.5466
KE = 15.8363, PE = -3.28427, total = 12.552
KE = 15.8497, PE = -3.29227, total = 12.5575
KE = 15.863, PE = -3.30002, total = 12.563
KE = 15.876, PE = -3.30753, total = 12.5685
KE = 15.8889, PE = -3.31482, total = 12.5741
KE = 15.9016, PE = -3.32192, total = 12.5797
KE = 15.9141, PE = -3.32885, total = 12.5853
KE = 15.9265, PE = -3.33562, total = 12.5909
KE = 15.9388, PE = -3.34227, total = 12.5965
KE = 15.951, PE = -3.3488, total = 12.6022
KE = 15.9632, PE = -3.35525, total = 12.6079
KE = 15.9753, PE = -3.36163, total = 12.6136
KE = 15.9873, PE = -3.36795, total = 12.6194
KE = 15.9994, PE = -3.37424, total = 12.6251
KE = 16.0114, PE = -3.3805, total = 12.6309
KE = 16.0234, PE = -3.38677, total = 12.6367
KE = 16.0355, PE = -3.39304, total = 12.6425
KE = 16.0476, PE = -3.39933, total = 12.6483
KE = 16.0598, PE = -3.40564, total = 12.6541
KE = 16.072, PE = -3.41199, total = 12.66
KE = 16.0842, PE = -3.41838, total = 12.6659
KE = 16.0966, PE = -3.42482, total = 12.6718
KE = 16.1089, PE = -3.4313, total = 12.6776
KE = 16.1214, PE = -3.43782, total = 12.6836
KE = 16.1339, PE = -3.44439, total = 12.6895
KE = 16.1464, PE = -3.451, total = 12.6954
KE = 16.159, PE = -3.45764, total = 12.7014
KE = 16.1716, PE = -3.4643, total = 12.7073
KE = 16.1842, PE = -3.47098, total = 12.7133
KE = 16.1969, PE = -3.47766, total = 12.7192
KE = 16.2095, PE = -3.48432, total = 12.7252
KE = 16.2222, PE = -3.49096, total = 12.7312
KE = 16.2347, PE = -3.49756, total = 12.7372
KE = 16.2473, PE = -3.5041, total = 12.7432
KE = 16.2597, PE = -3.51055, total = 12.7491
KE = 16.272, PE = -3.51689, total = 12.7551
KE = 16.2842, PE = -3.52311, total = 12.7611
KE = 16.2962, PE = -3.52917, total = 12.7671
KE = 16.3081, PE = -3.53506, total = 12.773
KE = 16.3197, PE = -3.54074, total = 12.779
KE = 16.3311, PE = -3.54619, total = 12.7849
KE = 16.3422, PE = -3.55138, total = 12.7909
KE = 16.353, PE = -3.55628, total = 12.7968
KE = 16.3635, PE = -3.56085, total = 12.8027
KE = 16.3736, PE = -3.56508, total = 12.8085
KE = 16.3833, PE = -3.56892, total = 12.8144
KE = 16.3925, PE = -3.57235, total = 12.8202
KE = 16.4013, PE = -3.57533, total = 12.8259
KE = 16.4095, PE = -3.57784, total = 12.8317
KE = 16.4172, PE = -3.57983, total = 12.8373
KE = 16.4243, PE = -3.58128, total = 12.843
KE = 16.4307, PE = -3.58216, total = 12.8486
KE = 16.4366, PE = -3.58243, total = 12.8541
KE = 16.4417, PE = -3.58207, total = 12.8596
KE = 16.4461, PE = -3.58104, total = 12.865
KE = 16.4497, PE = -3.57931, total = 12.8704
KE = 16.4525, PE = -3.57686, total = 12.8757
KE = 16.4545, PE = -3.57366, total = 12.8809
KE = 16.4557, PE = -3.56968, total = 12.886
KE = 16.4559, PE = -3.56491, total = 12.891
KE = 16.4553, PE = -3.5593, total = 12.896
KE = 16.4537, PE = -3.55286, total = 12.9008
KE = 16.4511, PE = -3.54555, total = 12.9055
KE = 16.4475, PE = -3.53736, total = 12.9102
KE = 16.443, PE = -3.52829, total = 12.9147
KE = 16.4374, PE = -3.51831, total = 12.919
KE = 16.4307, PE = -3.50743, total = 12.9233
KE = 16.423, PE = -3.49564, total = 12.9274
KE = 16.4143, PE = -3.48294, total = 12.9314
KE = 16.4045, PE = -3.46934, total = 12.9352
KE = 16.3937, PE = -3.45485, total = 12.9389
KE = 16.3818, PE = -3.43948, total = 12.9424
KE = 16.3689, PE = -3.42326, total = 12.9457
KE = 16.355, PE = -3.4062, total = 12.9488
KE = 16.3402, PE = -3.38835, total = 12.9518
KE = 16.3243, PE = -3.36973, total = 12.9546
KE = 16.3076, PE = -3.3504, total = 12.9572
KE = 16.2899, PE = -3.3304, total = 12.9595
KE = 16.2715, PE = -3.30978, total = 12.9617
KE = 16.2522, PE = -3.28862, total = 12.9636
KE = 16.2323, PE = -3.26698, total = 12.9653
KE = 16.2118, PE = -3.24494, total = 12.9668
KE = 16.1907, PE = -3.22258, total = 12.9681
KE = 16.1691, PE = -3.19998, total = 12.9691
KE = 16.1471, PE = -3.17725, total = 12.9699
KE = 16.1249, PE = -3.15448, total = 12.9704
KE = 16.1024, PE = -3.13179, total = 12.9707
KE = 16.08, PE = -3.10927, total = 12.9707
KE = 16.0575, PE = -3.08704, total = 12.9705
KE = 16.0352, PE = -3.17806, total = 12.8571
KE = 16.0184, PE = -3.16217, total = 12.8563
KE = 16.0024, PE = -3.14724, total = 12.8551
KE = 15.9871, PE = -3.13339, total = 12.8538
KE = 15.9729, PE = -3.12078, total = 12.8521
KE = 15.9598, PE = -3.10953, total = 12.8502
KE = 15.9479, PE = -3.09979, total = 12.8481
KE = 15.9375, PE = -3.0917, total = 12.8458
KE = 15.9286, PE = -3.08539, total = 12.8432
KE = 15.9214, PE = -3.08097, total = 12.8404
KE = 15.9161, PE = -3.07858, total = 12.8375
KE = 15.9127, PE = -3.07834, total = 12.8343
KE = 15.9113, PE = -3.08033, total = 12.831
KE = 15.9122, PE = -3.08468, total = 12.8275
KE = 15.9154, PE = -3.09145, total = 12.824
KE = 15.921, PE = -3.10074, total = 12.8202
KE = 15.9291, PE = -3.11262, total = 12.8164
KE = 15.9397, PE = -3.12712, total = 12.8126
KE = 15.953, PE = -3.14432, total = 12.8087
KE = 15.969, PE = -3.16424, total = 12.8047
KE = 15.9877, PE = -3.1869, total = 12.8008
KE = 16.0092, PE = -3.21233, total = 12.7969
KE = 16.0335, PE = -3.24051, total = 12.793
KE = 16.0607, PE = -3.27146, total = 12.7892
KE = 16.0906, PE = -3.30514, total = 12.7855
KE = 16.1235, PE = -3.34154, total = 12.7819
KE = 16.1591, PE = -3.3806, total = 12.7785
KE = 16.1976, PE = -3.4223, total = 12.7753
KE = 16.2389, PE = -3.46655, total = 12.7723
KE = 16.2829, PE = -3.51331, total = 12.7695
KE = 16.3295, PE = -3.56248, total = 12.7671
KE = 16.3788, PE = -3.61397, total = 12.7649
KE = 16.4307, PE = -3.66766, total = 12.763
KE = 16.4849, PE = -3.72341, total = 12.7615
KE = 16.5415, PE = -3.78107, total = 12.7604
KE = 16.6002, PE = -3.84043, total = 12.7598
KE = 16.6609, PE = -3.90126, total = 12.7597
KE = 16.7233, PE = -3.96325, total = 12.7601
KE = 16.7871, PE = -4.02606, total = 12.7611
KE = 16.8519, PE = -4.08922, total = 12.7627
KE = 16.9173, PE = -4.15216, total = 12.7651
KE = 16.9825, PE = -4.21419, total = 12.7684
KE = 17.0469, PE = -4.2744, total = 12.7725
KE = 17.1095, PE = -4.33167, total = 12.7778
KE = 17.1689, PE = -4.38459, total = 12.7843
KE = 17.2237, PE = -4.43138, total = 12.7923
KE = 17.2718, PE = -4.4698, total = 12.802
KE = 17.3108, PE = -4.49705, total = 12.8137
KE = 17.3375, PE = -4.5096, total = 12.8279
KE = 17.348, PE = -4.50307, total = 12.8449
KE = 17.3374, PE = -4.47198, total = 12.8654
KE = 17.2996, PE = -4.4096, total = 12.89
KE = 17.2272, PE = -4.30765, total = 12.9196
KE = 17.1111, PE = -4.15608, total = 12.955
KE = 16.9402, PE = -3.94287, total = 12.9973
KE = 16.7015, PE = -3.6539, total = 13.0476
KE = 16.3799, PE = -3.27305, total = 13.1069
KE = 15.9584, PE = -2.78261, total = 13.1758
KE = 15.4188, PE = -2.1643, total = 13.2545
KE = 14.7432, PE = -1.40115, total = 13.3421
KE = 13.9162, PE = -0.480448, total = 13.4358
KE = 12.9289, PE = 0.601739, total = 13.5306
KE = 11.7835, PE = 1.83484, total = 13.6183
KE = 10.5003, PE = 3.18726, total = 13.6876
KE = 9.12348, PE = 4.60067, total = 13.7241
KE = 7.72575, PE = 5.98781, total = 13.7136
KE = 6.40761, PE = 7.23695, total = 13.6446
KE = 5.28862, PE = 8.2252, total = 13.5138
KE = 4.48959, PE = 8.84016, total = 13.3297
KE = 4.1084, PE = 9.00465, total = 13.113
KE = 4.19677, PE = 8.69601, total = 12.8928
KE = 4.74682, PE = 7.95205, total = 12.6989
KE = 5.69314, PE = 6.8612, total = 12.5543
KE = 6.92952, PE = 5.54088, total = 12.4704
KE = 8.33334, PE = 4.11284, total = 12.4462
KE = 9.78855, PE = 2.68343, total = 12.472
KE = 11.2013, PE = 1.33252, total = 12.5338
KE = 12.5064, PE = 0.111143, total = 12.6176
KE = 13.6664, PE = -0.955136, total = 12.7112
KE = 14.6662, PE = -1.86011, total = 12.8061
KE = 15.5069, PE = -2.6105, total = 12.8964
KE = 16.1996, PE = -3.22048, total = 12.9792
KE = 16.7607, PE = -3.70763, total = 13.0531
KE = 17.2082, PE = -4.09021, total = 13.1179
KE = 17.56, PE = -4.38561, total = 13.1744
KE = 17.8328, PE = -4.60946, total = 13.2233
KE = 18.0411, PE = -4.77532, total = 13.2658
KE = 18.1973, PE = -4.89469, total = 13.3026
KE = 18.312, PE = -4.97713, total = 13.3349
KE = 18.3937, PE = -5.03046, total = 13.3633
KE = 18.4496, PE = -5.06107, total = 13.3885
KE = 18.4852, PE = -5.07407, total = 13.4112
KE = 18.5052, PE = -5.07357, total = 13.4317
KE = 18.5133, PE = -5.06284, total = 13.4504
KE = 18.5122, PE = -5.04447, total = 13.4677
KE = 18.5043, PE = -5.02051, total = 13.4838
KE = 18.4914, PE = -4.99255, total = 13.4989
KE = 18.4749, PE = -4.96185, total = 13.5131
KE = 18.4559, PE = -4.92937, total = 13.5265
KE = 18.4351, PE = -4.89586, total = 13.5393
KE = 18.4134, PE = -4.86187, total = 13.5515
KE = 18.391, PE = -4.82783, total = 13.5631
KE = 18.3684, PE = -4.79405, total = 13.5743
KE = 18.3458, PE = -4.76074, total = 13.5851
KE = 18.3234, PE = -4.72806, total = 13.5954
KE = 18.3013, PE = -4.69609, total = 13.6052
KE = 18.2796, PE = -4.66488, total = 13.6147
KE = 18.2583, PE = -4.63445, total = 13.6238
KE = 18.2373, PE = -4.60477, total = 13.6325
KE = 18.2166, PE = -4.57581, total = 13.6408
KE = 18.1963, PE = -4.54753, total = 13.6488
KE = 18.1761, PE = -4.51986, total = 13.6563
KE = 18.1561, PE = -4.49271, total = 13.6634
KE = 18.1362, PE = -4.46602, total = 13.6702
KE = 18.1162, PE = -4.43969, total = 13.6765
KE = 18.0961, PE = -4.41363, total = 13.6824
KE = 18.0757, PE = -4.38775, total = 13.6879
KE = 18.055, PE = -4.36196, total = 13.693
KE = 18.0338, PE = -4.33617, total = 13.6977
KE = 18.0122, PE = -4.31027, total = 13.7019
KE = 17.9898, PE = -4.28417, total = 13.7056
KE = 17.9667, PE = -4.2578, total = 13.7089
KE = 17.9428, PE = -4.23104, total = 13.7118
KE = 17.918, PE = -4.20383, total = 13.7141
KE = 17.8921, PE = -4.17607, total = 13.716
KE = 17.865, PE = -4.14768, total = 13.7174
KE = 17.8368, PE = -4.11859, total = 13.7182
KE = 17.8073, PE = -4.08874, total = 13.7185
KE = 17.7764, PE = -4.05804, total = 13.7183
KE = 17.7441, PE = -4.02646, total = 13.7176
KE = 17.7102, PE = -3.99392, total = 13.7163
KE = 17.6749, PE = -3.9604, total = 13.7145
KE = 17.6379, PE = -3.92585, total = 13.712
KE = 17.5993, PE = -3.89026, total = 13.709
KE = 17.559, PE = -3.85359, total = 13.7054
KE = 17.517, PE = -3.81586, total = 13.7012
KE = 17.4734, PE = -3.77706, total = 13.6963
KE = 17.428, PE = -3.73722, total = 13.6908
KE = 17.381, PE = -3.58489, total = 13.7961
KE = 17.3376, PE = -3.54813, total = 13.7894
KE = 17.2923, PE = -3.00452, total = 14.2878
KE = 17.2452, PE = -2.96554, total = 14.2797
KE = 17.1965, PE = -2.9256, total = 14.2709
KE = 17.1463, PE = -2.88483, total = 14.2615
KE = 17.0946, PE = -2.84335, total = 14.2513
KE = 17.0417, PE = -2.80134, total = 14.2403
KE = 16.9876, PE = -2.75896, total = 14.2286
KE = 16.9326, PE = -2.71641, total = 14.2162
KE = 16.8769, PE = -2.67388, total = 14.203
KE = 16.8206, PE = -2.63159, total = 14.189
KE = 16.764, PE = -2.58977, total = 14.1742
KE = 16.7074, PE = -2.54866, total = 14.1587
KE = 16.6509, PE = -2.5085, total = 14.1424
KE = 16.5948, PE = -2.46955, total = 14.1252
KE = 16.5394, PE = -2.43205, total = 14.1073
KE = 16.4849, PE = -2.39626, total = 14.0886
KE = 16.4316, PE = -2.36244, total = 14.0692
KE = 16.3798, PE = -2.33081, total = 14.049
KE = 16.3297, PE = -2.30163, total = 14.028
KE = 16.2815, PE = -2.27511, total = 14.0064
KE = 16.2355, PE = -2.25146, total = 13.984
KE = 16.1918, PE = -2.23086, total = 13.961
KE = 16.1508, PE = -2.21347, total = 13.9373
KE = 16.1126, PE = -2.19944, total = 13.9131
KE = 16.0772, PE = -2.18887, total = 13.8884
KE = 16.045, PE = -2.18185, total = 13.8631
KE = 16.0159, PE = -2.17844, total = 13.8374
KE = 15.9901, PE = -2.17865, total = 13.8114
KE = 15.9676, PE = -2.18248, total = 13.7851
KE = 15.9484, PE = -2.18988, total = 13.7585
KE = 15.9327, PE = -2.2008, total = 13.7319
KE = 15.9203, PE = -2.21513, total = 13.7051
KE = 15.9112, PE = -2.23275, total = 13.6784
KE = 15.9054, PE = -2.25351, total = 13.6519
KE = 15.9029, PE = -2.27725, total = 13.6256
KE = 15.9035, PE = -2.30378, total = 13.5997
KE = 15.9072, PE = -2.33289, total = 13.5743
KE = 15.9138, PE = -2.36437, total = 13.5494
KE = 15.9233, PE = -2.398, total = 13.5253
KE = 15.9355, PE = -2.43354, total = 13.502
KE = 15.9504, PE = -2.47077, total = 13.4797
KE = 15.9679, PE = -2.50944, total = 13.4584
KE = 15.9878, PE = -2.54932, total = 13.4384
KE = 16.01, PE = -2.5902, total = 13.4198
KE = 16.0344, PE = -2.63184, total = 13.4026
KE = 16.061, PE = -2.67404, total = 13.387
KE = 16.0897, PE = -2.7166, total = 13.3731
KE = 16.1204, PE = -2.75934, total = 13.3611
KE = 16.153, PE = -2.80206, total = 13.3509
KE = 16.1874, PE = -2.84462, total = 13.3428
KE = 16.2236, PE = -2.88686, total = 13.3368
KE = 16.2616, PE = -2.92866, total = 13.3329
KE = 16.3011, PE = -2.96988, total = 13.3313
KE = 16.3423, PE = -3.01042, total = 13.3319
KE = 16.3849, PE = -3.0502, total = 13.3348
KE = 16.4291, PE = -3.08912, total = 13.3399
KE = 16.4745, PE = -3.12713, total = 13.3474
KE = 16.5213, PE = -3.16415, total = 13.3572
KE = 16.5693, PE = -3.20016, total = 13.3692
KE = 16.6184, PE = -3.23511, total = 13.3833
KE = 16.6686, PE = -3.26897, total = 13.3996
KE = 16.7196, PE = -3.30172, total = 13.4179
KE = 16.7715, PE = -3.33337, total = 13.4381
KE = 16.8241, PE = -3.36389, total = 13.4602
KE = 16.8772, PE = -3.39329, total = 13.4839
KE = 16.9309, PE = -3.42159, total = 13.5093
KE = 16.9848, PE = -3.44878, total = 13.536
KE = 17.039, PE = -3.4749, total = 13.5641
KE = 17.0932, PE = -3.49995, total = 13.5933
KE = 17.1474, PE = -3.52396, total = 13.6235
KE = 17.2014, PE = -3.54695, total = 13.6545
KE = 17.2551, PE = -3.56895, total = 13.6862
KE = 17.3083, PE = -3.58999, total = 13.7184
KE = 17.361, PE = -3.6101, total = 13.7509
KE = 17.413, PE = -3.6293, total = 13.7837
KE = 17.4642, PE = -3.64764, total = 13.8166
KE = 17.5145, PE = -3.66514, total = 13.8494
KE = 17.5638, PE = -3.68183, total = 13.882
KE = 17.612, PE = -3.40519, total = 14.2069
KE = 17.6478, PE = -3.41366, total = 14.2341
KE = 17.6831, PE = -3.42222, total = 14.2609
KE = 17.7179, PE = -3.43087, total = 14.287
KE = 17.7522, PE = -3.43961, total = 14.3126
KE = 17.7858, PE = -3.44842, total = 14.3374
KE = 17.8187, PE = -3.45731, total = 14.3613
KE = 17.8507, PE = -3.46627, total = 14.3845
KE = 17.8819, PE = -3.47528, total = 14.4066
KE = 17.9122, PE = -3.48434, total = 14.4279
KE = 17.9416, PE = -3.50977, total = 14.4318
KE = 17.97, PE = -3.51894, total = 14.451
KE = 17.9973, PE = -3.52813, total = 14.4692
KE = 18.0237, PE = -3.53734, total = 14.4863
KE = 18.0489, PE = -3.54655, total = 14.5024
KE = 18.0731, PE = -3.55574, total = 14.5174
KE = 18.0963, PE = -3.5649, total = 14.5314
KE = 18.1183, PE = -3.57402, total = 14.5443
KE = 18.1393, PE = -3.58308, total = 14.5562
KE = 18.1591, PE = -3.59206, total = 14.5671
KE = 18.1779, PE = -3.60095, total = 14.577
KE = 18.1956, PE = -3.60973, total = 14.5859
KE = 18.2123, PE = -3.61837, total = 14.5939
KE = 18.2278, PE = -3.62685, total = 14.601
KE = 18.2423, PE = -3.63516, total = 14.6072
KE = 18.2558, PE = -3.64326, total = 14.6125
KE = 18.2681, PE = -3.65113, total = 14.617
KE = 18.2795, PE = -3.65874, total = 14.6207
KE = 18.2898, PE = -3.66606, total = 14.6237
KE = 18.299, PE = -3.67307, total = 14.626
KE = 18.3072, PE = -3.67972, total = 14.6275
KE = 18.3144, PE = -3.68599, total = 14.6284
KE = 18.3205, PE = -3.69184, total = 14.6287
KE = 18.3256, PE = -3.69723, total = 14.6283
KE = 18.3296, PE = -3.70212, total = 14.6275
KE = 18.3325, PE = -3.70647, total = 14.626
KE = 18.3344, PE = -3.71024, total = 14.6241
KE = 18.3351, PE = -3.71337, total = 14.6217
KE = 18.3348, PE = -3.71584, total = 14.6189
KE = 18.3333, PE = -3.71758, total = 14.6157
KE = 18.3306, PE = -3.71854, total = 14.6121
KE = 18.3268, PE = -3.71868, total = 14.6081
KE = 18.3217, PE = -3.71793, total = 14.6038
KE = 18.3154, PE = -3.71626, total = 14.5991
KE = 18.3078, PE = -3.71359, total = 14.5942
KE = 18.2989, PE = -3.70987, total = 14.5891
KE = 18.2887, PE = -3.70504, total = 14.5837
KE = 18.2771, PE = -3.69905, total = 14.578
KE = 18.264, PE = -3.69183, total = 14.5722
KE = 18.2495, PE = -3.68334, total = 14.5662
KE = 18.2335, PE = -3.6735, total = 14.56
KE = 18.2159, PE = -3.66227, total = 14.5536
KE = 18.1968, PE = -3.64959, total = 14.5472
KE = 18.176, PE = -3.63542, total = 14.5406
KE = 18.1536, PE = -3.6197, total = 14.5339
KE = 18.1294, PE = -3.6024, total = 14.527
KE = 18.1036, PE = -3.58348, total = 14.5201
KE = 18.0761, PE = -3.56292, total = 14.5132
KE = 18.0468, PE = -3.54069, total = 14.5061
KE = 18.0158, PE = -3.51679, total = 14.499
KE = 17.983, PE = -3.49122, total = 14.4918
KE = 17.9485, PE = -3.46399, total = 14.4846
KE = 17.9124, PE = -3.43514, total = 14.4772
KE = 17.8746, PE = -3.40472, total = 14.4699
KE = 17.8352, PE = -3.37279, total = 14.4624
KE = 17.7944, PE = -3.33944, total = 14.4549
KE = 17.7522, PE = -3.30478, total = 14.4474
KE = 17.7087, PE = -3.26893, total = 14.4397
KE = 17.6641, PE = -3.23206, total = 14.432
KE = 17.6186, PE = -3.19435, total = 14.4242
KE = 17.5723, PE = -3.15599, total = 14.4163
KE = 17.5256, PE = -3.11723, total = 14.4084
KE = 17.4786, PE = -3.07832, total = 14.4003
KE = 17.4316, PE = -3.03953, total = 14.3921
KE = 17.3849, PE = -3.00118, total = 14.3837
KE = 17.3388, PE = -2.96358, total = 14.3753
KE = 17.2937, PE = -2.92707, total = 14.3667
KE = 17.25, PE = -2.892, total = 14.358
KE = 17.2078, PE = -2.85873, total = 14.3491
KE = 17.1678, PE = -2.82762, total = 14.3401
KE = 17.1301, PE = -2.79903, total = 14.331
KE = 17.0951, PE = -2.7733, total = 14.3218
KE = 17.0633, PE = -2.75076, total = 14.3125
KE = 17.0348, PE = -2.73171, total = 14.3031
KE = 17.01, PE = -2.71642, total = 14.2936
KE = 16.9892, PE = -2.72172, total = 14.2675
KE = 16.9729, PE = -2.71493, total = 14.258
KE = 16.9609, PE = -2.71249, total = 14.2484
KE = 16.9534, PE = -2.71448, total = 14.2389
KE = 16.9504, PE = -2.72097, total = 14.2294
KE = 16.952, PE = -2.73192, total = 14.22
KE = 16.9581, PE = -2.74728, total = 14.2108
KE = 16.9686, PE = -2.76693, total = 14.2017
KE = 16.9834, PE = -2.79069, total = 14.1927
KE = 17.0023, PE = -2.81836, total = 14.1839
KE = 17.025, PE = -2.84966, total = 14.1754
KE = 17.0513, PE = -2.88432, total = 14.167
KE = 17.0809, PE = -2.922, total = 14.1589
KE = 17.1135, PE = -2.96237, total = 14.1511
KE = 17.1486, PE = -3.00507, total = 14.1435
KE = 17.1859, PE = -3.04974, total = 14.1362
KE = 17.2251, PE = -3.096, total = 14.1291
KE = 17.2658, PE = -3.14349, total = 14.1223
KE = 17.3076, PE = -3.19186, total = 14.1158
KE = 17.3502, PE = -3.24076, total = 14.1095
KE = 17.3933, PE = -3.28989, total = 14.1034
KE = 17.4365, PE = -3.33893, total = 14.0976
KE = 17.4796, PE = -3.38762, total = 14.0919
KE = 17.5222, PE = -3.43569, total = 14.0865
KE = 17.5642, PE = -3.48294, total = 14.0813
KE = 17.6054, PE = -3.52917, total = 14.0762
KE = 17.6455, PE = -3.57419, total = 14.0713
KE = 17.6844, PE = -3.61788, total = 14.0666
KE = 17.722, PE = -3.66011, total = 14.0619
KE = 17.7582, PE = -3.70078, total = 14.0574
KE = 17.7929, PE = -3.73983, total = 14.053
KE = 17.8259, PE = -3.77721, total = 14.0487
KE = 17.8574, PE = -3.81287, total = 14.0445
KE = 17.8872, PE = -3.8468, total = 14.0404
KE = 17.9154, PE = -3.879, total = 14.0364
KE = 17.9419, PE = -3.90948, total = 14.0324
KE = 17.9668, PE = -3.93826, total = 14.0285
KE = 17.99, PE = -3.96537, total = 14.0246
KE = 18.0117, PE = -3.99087, total = 14.0208
KE = 18.0319, PE = -4.01478, total = 14.0171
KE = 18.0506, PE = -4.03717, total = 14.0134
KE = 18.0678, PE = -4.05808, total = 14.0097
KE = 18.0837, PE = -4.0776, total = 14.0061
KE = 18.0983, PE = -4.09577, total = 14.0025
KE = 18.1116, PE = -4.11265, total = 13.999
KE = 18.1238, PE = -4.12833, total = 13.9955
KE = 18.1349, PE = -4.14286, total = 13.992
KE = 18.1449, PE = -4.15631, total = 13.9886
KE = 18.1539, PE = -4.16874, total = 13.9852
KE = 18.1621, PE = -4.18022, total = 13.9819
KE = 18.1694, PE = -4.19081, total = 13.9785
KE = 18.1758, PE = -4.20058, total = 13.9753
KE = 18.1816, PE = -4.20957, total = 13.972
KE = 18.1867, PE = -4.21786, total = 13.9688
KE = 18.1912, PE = -4.22549, total = 13.9657
KE = 18.1951, PE = -3.71151, total = 14.4836
KE = 18.2011, PE = -3.71818, total = 14.4829
KE = 18.2065, PE = -3.72433, total = 14.4822
KE = 18.2116, PE = -3.73001, total = 14.4816
KE = 18.2162, PE = -3.73526, total = 14.4809
KE = 18.2204, PE = -3.74014, total = 14.4803
KE = 18.2243, PE = -3.74467, total = 14.4796
KE = 18.2279, PE = -3.74889, total = 14.479
KE = 18.2313, PE = -3.75285, total = 14.4784
KE = 18.2344, PE = -3.75657, total = 14.4778
KE = 18.2374, PE = -3.76008, total = 14.4773
KE = 18.2401, PE = -3.76342, total = 14.4767
KE = 18.2428, PE = -3.76662, total = 14.4762
KE = 18.2454, PE = -3.76969, total = 14.4757
KE = 18.2479, PE = -3.77267, total = 14.4752
KE = 18.2503, PE = -3.77557, total = 14.4747
KE = 18.2527, PE = -3.77843, total = 14.4743
KE = 18.2551, PE = -3.78124, total = 14.4738
KE = 18.2575, PE = -3.78404, total = 14.4734
KE = 18.2599, PE = -3.78684, total = 14.473
KE = 18.2623, PE = -3.78966, total = 14.4727
KE = 18.2648, PE = -3.7925, total = 14.4723
KE = 18.2674, PE = -3.79538, total = 14.472
KE = 18.27, PE = -3.79831, total = 14.4717
KE = 18.2728, PE = -3.8013, total = 14.4715
KE = 18.2756, PE = -3.80436, total = 14.4712
KE = 18.2785, PE = -3.80749, total = 14.471
KE = 18.2816, PE = -3.8107, total = 14.4709
KE = 18.2847, PE = -3.81399, total = 14.4707
KE = 18.288, PE = -3.81737, total = 14.4706
KE = 18.2913, PE = -3.82083, total = 14.4705
KE = 18.2948, PE = -3.82439, total = 14.4704
KE = 18.2984, PE = -3.82803, total = 14.4704
KE = 18.3022, PE = -3.83176, total = 14.4704
KE = 18.306, PE = -3.83557, total = 14.4704
KE = 18.31, PE = -3.83946, total = 14.4705
KE = 18.314, PE = -3.84343, total = 14.4706
KE = 18.3182, PE = -3.84747, total = 14.4707
KE = 18.3225, PE = -3.85156, total = 14.4709
KE = 18.3268, PE = -3.85571, total = 14.4711
